Código (SKU),Descrição / Nome,Modelo / Referência,Divisão,Categoria,Subcategoria,Preço de Venda (R$),Custo (R$),Temporada,Coleção,Nível de Risco,Faixa de Preço,Cor (nome do fornecedor),Material Principal
SKU_1095_COB,Vestidos Vestido Curto SKU_1095_COB,,Feminino,Vestidos,Vestido Curto,404.9,133.29,,PV24,,,,
SKU_1095_MAG,Vestidos Vestido Curto SKU_1095_MAG,,Feminino,Vestidos,Vestido Curto,404.9,133.29,,PV24,,,,
SKU_1096_CLE,Calças Calça Pantalona SKU_1096_CLE,,Feminino,Calças,Calça Pantalona,279.9,92.14,,PV24,,,,
SKU_1096_HOT,Calças Calça Pantalona SKU_1096_HOT,,Feminino,Calças,Calça Pantalona,279.9,92.14,,PV24,,,,
SKU_1097_AQU,Saias Saia Curta SKU_1097_AQU,,Feminino,Saias,Saia Curta,214.9,71.13,,PV24,,,,
SKU_1097_PAL,Saias Saia Curta SKU_1097_PAL,,Feminino,Saias,Saia Curta,214.9,71.13,,PV24,,,,
SKU_1098_HON,Calças Calça Jeans SKU_1098_HON,,Feminino,Calças,Calça Jeans,344.9,114.16,,PV24,,,,
SKU_1098_HUN,Calças Calça Jeans SKU_1098_HUN,,Feminino,Calças,Calça Jeans,344.9,114.16,,PV24,,,,
SKU_1099_PRI,Blusas Blusa Manga Curta SKU_1099_PRI,,Feminino,Blusas,Blusa Manga Curta,249.9,74.82,,PV24,,,,
SKU_1099_SAL,Blusas Blusa Manga Curta SKU_1099_SAL,,Feminino,Blusas,Blusa Manga Curta,249.9,74.82,,PV24,,,,
SKU_1100_COB,Blusas Blusa Manga Curta SKU_1100_COB,,Feminino,Blusas,Blusa Manga Curta,184.9,50.52,,PV24,,,,
SKU_1100_PEA,Blusas Blusa Manga Curta SKU_1100_PEA,,Feminino,Blusas,Blusa Manga Curta,184.9,50.52,,PV24,,,,
SKU_1101_CLE,Macacões Macacão Longo SKU_1101_CLE,,Feminino,Macacões,Macacão Longo,414.9,110.9,,PV24,,,,
SKU_1101_DEE,Macacões Macacão Longo SKU_1101_DEE,,Feminino,Macacões,Macacão Longo,414.9,110.9,,PV24,,,,
SKU_1102_FLA,Vestidos Vestido Longo SKU_1102_FLA,,Feminino,Vestidos,Vestido Longo,969.9,288.06,,PV24,,,,
SKU_1102_OFF,Vestidos Vestido Longo SKU_1102_OFF,,Feminino,Vestidos,Vestido Longo,969.9,288.06,,PV24,,,,
SKU_1103_EGR,T-shirts e Regatas T-shirt Básica SKU_1103_EGR,,Feminino,T-shirts e Regatas,T-shirt Básica,129.9,49.41,,PV24,,,,
SKU_1103_LIG,T-shirts e Regatas T-shirt Básica SKU_1103_LIG,,Feminino,T-shirts e Regatas,T-shirt Básica,129.9,49.41,,PV24,,,,
SKU_1104_MEX,T-shirts e Regatas T-shirt Básica SKU_1104_MEX,,Feminino,T-shirts e Regatas,T-shirt Básica,179.9,59.55,,PV24,,,,
SKU_1104_POW,T-shirts e Regatas T-shirt Básica SKU_1104_POW,,Feminino,T-shirts e Regatas,T-shirt Básica,179.9,59.55,,PV24,,,,
SKU_1105_ARM,Shorts e Bermudas Short Jeans SKU_1105_ARM,,Feminino,Shorts e Bermudas,Short Jeans,204.9,67.45,,PV24,,,,
SKU_1105_SER,Shorts e Bermudas Short Jeans SKU_1105_SER,,Feminino,Shorts e Bermudas,Short Jeans,204.9,67.45,,PV24,,,,
SKU_1106_MYS,Vestidos Vestido de Festa SKU_1106_MYS,,Feminino,Vestidos,Vestido de Festa,779.9,248.01,,PV24,,,,
SKU_1106_SNO,Vestidos Vestido de Festa SKU_1106_SNO,,Feminino,Vestidos,Vestido de Festa,779.9,248.01,,PV24,,,,
SKU_1107_BAL,Vestidos Vestido de Festa SKU_1107_BAL,,Feminino,Vestidos,Vestido de Festa,994.9,327.52,,PV24,,,,
SKU_1107_PAS,Vestidos Vestido de Festa SKU_1107_PAS,,Feminino,Vestidos,Vestido de Festa,994.9,327.52,,PV24,,,,
SKU_1108_PRI,Camisas Camisa Estampada SKU_1108_PRI,,Feminino,Camisas,Camisa Estampada,249.9,82.72,,PV24,,,,
SKU_1108_SNO,Camisas Camisa Estampada SKU_1108_SNO,,Feminino,Camisas,Camisa Estampada,249.9,82.72,,PV24,,,,
SKU_1109_CER,Camisas Camisa Estampada SKU_1109_CER,,Feminino,Camisas,Camisa Estampada,229.9,63.05,,PV24,,,,
SKU_1109_SAG,Camisas Camisa Estampada SKU_1109_SAG,,Feminino,Camisas,Camisa Estampada,229.9,63.05,,PV24,,,,
SKU_1110_FLA,Saias Saia Curta SKU_1110_FLA,,Feminino,Saias,Saia Curta,229.9,63.15,,PV24,,,,
SKU_1110_HUN,Saias Saia Curta SKU_1110_HUN,,Feminino,Saias,Saia Curta,229.9,63.15,,PV24,,,,
SKU_1111_BLU,Shorts e Bermudas Bermuda SKU_1111_BLU,,Feminino,Shorts e Bermudas,Bermuda,209.9,56.11,,PV24,,,,
SKU_1111_CRE,Shorts e Bermudas Bermuda SKU_1111_CRE,,Feminino,Shorts e Bermudas,Bermuda,209.9,56.11,,PV24,,,,
SKU_1112_EGR,Shorts e Bermudas Short Jeans SKU_1112_EGR,,Feminino,Shorts e Bermudas,Short Jeans,274.9,81.65,,PV24,,,,
SKU_1112_MIN,Shorts e Bermudas Short Jeans SKU_1112_MIN,,Feminino,Shorts e Bermudas,Short Jeans,274.9,81.65,,PV24,,,,
SKU_1113_OLI,Lenços Lenço Estampado SKU_1113_OLI,,Acessórios,Lenços,Lenço Estampado,184.9,72.55,,PV24,,,,
SKU_1113_VAN,Lenços Lenço Estampado SKU_1113_VAN,,Acessórios,Lenços,Lenço Estampado,184.9,72.55,,PV24,,,,
SKU_1114_GAR,Camisas Camisa Estampada SKU_1114_GAR,,Feminino,Camisas,Camisa Estampada,399.9,132.37,,PV24,,,,
SKU_1114_PRI,Camisas Camisa Estampada SKU_1114_PRI,,Feminino,Camisas,Camisa Estampada,399.9,132.37,,PV24,,,,
SKU_1115_LIM,Blusas Blusa Cropped SKU_1115_LIM,,Feminino,Blusas,Blusa Cropped,214.9,71.13,,PV24,,,,
SKU_1115_TEA,Blusas Blusa Cropped SKU_1115_TEA,,Feminino,Blusas,Blusa Cropped,214.9,71.13,,PV24,,,,
SKU_1116_MOS,Cintos Cinto de Couro SKU_1116_MOS,,Acessórios,Cintos,Cinto de Couro,239.9,78.98,,PV24,,,,
SKU_1116_SNO,Cintos Cinto de Couro SKU_1116_SNO,,Acessórios,Cintos,Cinto de Couro,239.9,78.98,,PV24,,,,
SKU_1117_MIN,Shorts e Bermudas Short Jeans SKU_1117_MIN,,Feminino,Shorts e Bermudas,Short Jeans,219.9,72.79,,PV24,,,,
SKU_1117_MOS,Shorts e Bermudas Short Jeans SKU_1117_MOS,,Feminino,Shorts e Bermudas,Short Jeans,219.9,72.79,,PV24,,,,
SKU_1118_DUS,Saias Saia Midi SKU_1118_DUS,,Feminino,Saias,Saia Midi,294.9,97.61,,PV24,,,,
SKU_1118_FUC,Saias Saia Midi SKU_1118_FUC,,Feminino,Saias,Saia Midi,294.9,97.61,,PV24,,,,
SKU_1119_LIG,T-shirts e Regatas Regata SKU_1119_LIG,,Feminino,T-shirts e Regatas,Regata,139.9,46.06,,PV24,,,,
SKU_1119_PAS,T-shirts e Regatas Regata SKU_1119_PAS,,Feminino,T-shirts e Regatas,Regata,139.9,46.06,,PV24,,,,
SKU_1120_AQU,Blusas Body SKU_1120_AQU,,Feminino,Blusas,Body,239.9,76.29,,PV24,,,,
SKU_1120_SAL,Blusas Body SKU_1120_SAL,,Feminino,Blusas,Body,239.9,76.29,,PV24,,,,
SKU_1121_MIN,Blusas Blusa Manga Curta SKU_1121_MIN,,Feminino,Blusas,Blusa Manga Curta,249.9,82.27,,PV24,,,,
SKU_1121_MYS,Blusas Blusa Manga Curta SKU_1121_MYS,,Feminino,Blusas,Blusa Manga Curta,249.9,82.27,,PV24,,,,
SKU_1122_PIS,Bolsas Bolsa Tiracolo SKU_1122_PIS,,Acessórios,Bolsas,Bolsa Tiracolo,424.9,140.64,,PV24,,,,
SKU_1122_ROY,Bolsas Bolsa Tiracolo SKU_1122_ROY,,Acessórios,Bolsas,Bolsa Tiracolo,424.9,140.64,,PV24,,,,
SKU_1123_BAB,Calças Calça Pantalona SKU_1123_BAB,,Feminino,Calças,Calça Pantalona,429.9,142.3,,PV24,,,,
SKU_1123_SER,Calças Calça Pantalona SKU_1123_SER,,Feminino,Calças,Calça Pantalona,429.9,142.3,,PV24,,,,
SKU_1124_BLU,Camisas Camisa Estampada SKU_1124_BLU,,Feminino,Camisas,Camisa Estampada,379.9,125.06,,PV24,,,,
SKU_1124_FOR,Camisas Camisa Estampada SKU_1124_FOR,,Feminino,Camisas,Camisa Estampada,379.9,125.06,,PV24,,,,
SKU_1125_MIN,Lenços Lenço Estampado SKU_1125_MIN,,Acessórios,Lenços,Lenço Estampado,159.9,52.64,,PV24,,,,
SKU_1125_SAP,Lenços Lenço Estampado SKU_1125_SAP,,Acessórios,Lenços,Lenço Estampado,159.9,52.64,,PV24,,,,
SKU_1126_WHI,Vestidos Vestido Longo SKU_1126_WHI,,Feminino,Vestidos,Vestido Longo,684.9,226.7,,PV24,,,,
SKU_1127_BLU,Cintos Cinto de Couro SKU_1127_BLU,,Acessórios,Cintos,Cinto de Couro,199.9,65.81,,PV24,,,,
SKU_1127_SAL,Cintos Cinto de Couro SKU_1127_SAL,,Acessórios,Cintos,Cinto de Couro,199.9,65.81,,PV24,,,,
SKU_1128_PRI,Macacões Macacão Longo SKU_1128_PRI,,Feminino,Macacões,Macacão Longo,409.9,134.94,,PV24,,,,
SKU_1128_TEA,Macacões Macacão Longo SKU_1128_TEA,,Feminino,Macacões,Macacão Longo,409.9,134.94,,PV24,,,,
SKU_1129_SAG,Calças Calça Pantalona SKU_1129_SAG,,Feminino,Calças,Calça Pantalona,384.9,127.4,,PV24,,,,
SKU_1129_VAN,Calças Calça Pantalona SKU_1129_VAN,,Feminino,Calças,Calça Pantalona,384.9,127.4,,PV24,,,,
SKU_1130_CRE,Blusas Blusa Cropped SKU_1130_CRE,,Feminino,Blusas,Blusa Cropped,249.9,74.03,,PV24,,,,
SKU_1130_MEX,Blusas Blusa Cropped SKU_1130_MEX,,Feminino,Blusas,Blusa Cropped,249.9,74.03,,PV24,,,,
SKU_1131_CLO,Vestidos Vestido de Festa SKU_1131_CLO,,Feminino,Vestidos,Vestido de Festa,884.9,271.07,,PV24,,,,
SKU_1131_JAD,Vestidos Vestido de Festa SKU_1131_JAD,,Feminino,Vestidos,Vestido de Festa,884.9,271.07,,PV24,,,,
SKU_1132_CLE,T-shirts e Regatas T-shirt Básica SKU_1132_CLE,,Feminino,T-shirts e Regatas,T-shirt Básica,174.9,51.47,,PV24,,,,
SKU_1132_NAV,T-shirts e Regatas T-shirt Básica SKU_1132_NAV,,Feminino,T-shirts e Regatas,T-shirt Básica,174.9,51.47,,PV24,,,,
SKU_1133_MOS,Vestidos Vestido Longo SKU_1133_MOS,,Feminino,Vestidos,Vestido Longo,909.9,270.24,,PV24,,,,
SKU_1133_PEA,Vestidos Vestido Longo SKU_1133_PEA,,Feminino,Vestidos,Vestido Longo,909.9,270.24,,PV24,,,,
SKU_1134_DUS,Saias Saia Curta SKU_1134_DUS,,Feminino,Saias,Saia Curta,224.9,88.25,,PV24,,,,
SKU_1134_PIN,Saias Saia Curta SKU_1134_PIN,,Feminino,Saias,Saia Curta,224.9,88.25,,PV24,,,,
SKU_1135_MAR,Shorts e Bermudas Short Jeans SKU_1135_MAR,,Feminino,Shorts e Bermudas,Short Jeans,179.9,68.39,,PV24,,,,
SKU_1135_ROS,Shorts e Bermudas Short Jeans SKU_1135_ROS,,Feminino,Shorts e Bermudas,Short Jeans,179.9,68.39,,PV24,,,,
SKU_1136_FUC,Lenços Lenço Estampado SKU_1136_FUC,,Acessórios,Lenços,Lenço Estampado,249.9,82.27,,PV24,,,,
SKU_1136_SNO,Lenços Lenço Estampado SKU_1136_SNO,,Acessórios,Lenços,Lenço Estampado,249.9,82.27,,PV24,,,,
SKU_1137_DEE,Saias Saia Longa SKU_1137_DEE,,Feminino,Saias,Saia Longa,404.9,128.76,,PV24,,,,
SKU_1137_PAL,Saias Saia Longa SKU_1137_PAL,,Feminino,Saias,Saia Longa,404.9,128.76,,PV24,,,,
SKU_1138_HON,Saias Saia Midi SKU_1138_HON,,Feminino,Saias,Saia Midi,224.9,71.52,,PV24,,,,
SKU_1138_PEA,Saias Saia Midi SKU_1138_PEA,,Feminino,Saias,Saia Midi,224.9,71.52,,PV24,,,,
SKU_1139_EGR,Calças Calça Jeans SKU_1139_EGR,,Feminino,Calças,Calça Jeans,289.9,95.96,,PV24,,,,
SKU_1139_PRI,Calças Calça Jeans SKU_1139_PRI,,Feminino,Calças,Calça Jeans,289.9,95.96,,PV24,,,,
SKU_1140_ROS,Blusas Blusa Manga Curta SKU_1140_ROS,,Feminino,Blusas,Blusa Manga Curta,199.9,59.77,,PV24,,,,
SKU_1140_SNO,Blusas Blusa Manga Curta SKU_1140_SNO,,Feminino,Blusas,Blusa Manga Curta,199.9,59.77,,PV24,,,,
SKU_1141_CLE,Camisas Camisa Estampada SKU_1141_CLE,,Feminino,Camisas,Camisa Estampada,364.9,110.42,,PV24,,,,
SKU_1141_SKY,Camisas Camisa Estampada SKU_1141_SKY,,Feminino,Camisas,Camisa Estampada,364.9,110.42,,PV24,,,,
SKU_1142_MIN,Camisas Camisa Alfaiataria SKU_1142_MIN,,Feminino,Camisas,Camisa Alfaiataria,339.9,90.86,,PV24,,,,
SKU_1142_PAS,Camisas Camisa Alfaiataria SKU_1142_PAS,,Feminino,Camisas,Camisa Alfaiataria,339.9,90.86,,PV24,,,,
SKU_1143_IVO,Cintos Cinto de Couro SKU_1143_IVO,,Acessórios,Cintos,Cinto de Couro,194.9,63.73,,PV24,,,,
SKU_1143_SNO,Cintos Cinto de Couro SKU_1143_SNO,,Acessórios,Cintos,Cinto de Couro,194.9,63.73,,PV24,,,,
SKU_1144_BUB,Vestidos Vestido Curto SKU_1144_BUB,,Feminino,Vestidos,Vestido Curto,329.9,125.49,,PV24,,,,
SKU_1144_SEA,Vestidos Vestido Curto SKU_1144_SEA,,Feminino,Vestidos,Vestido Curto,329.9,125.49,,PV24,,,,
SKU_1145_LIG,Vestidos Vestido Curto SKU_1145_LIG,,Feminino,Vestidos,Vestido Curto,449.9,148.92,,PV24,,,,
SKU_1145_MOS,Vestidos Vestido Curto SKU_1145_MOS,,Feminino,Vestidos,Vestido Curto,449.9,148.92,,PV24,,,,
SKU_1146_CER,Vestidos Vestido Curto SKU_1146_CER,,Feminino,Vestidos,Vestido Curto,469.9,154.69,,PV24,,,,
SKU_1146_FRE,Vestidos Vestido Curto SKU_1146_FRE,,Feminino,Vestidos,Vestido Curto,469.9,154.69,,PV24,,,,
SKU_1147_COR,Calças Calça Pantalona SKU_1147_COR,,Feminino,Calças,Calça Pantalona,349.9,115.82,,PV24,,,,
SKU_1147_MEX,Calças Calça Pantalona SKU_1147_MEX,,Feminino,Calças,Calça Pantalona,349.9,115.82,,PV24,,,,
SKU_1148_SPA,Bolsas Bolsa Tiracolo SKU_1148_SPA,,Acessórios,Bolsas,Bolsa Tiracolo,434.9,143.95,,PV24,,,,
SKU_1148_TEA,Bolsas Bolsa Tiracolo SKU_1148_TEA,,Acessórios,Bolsas,Bolsa Tiracolo,434.9,143.95,,PV24,,,,
SKU_1149_IVO,Blusas Blusa Cropped SKU_1149_IVO,,Feminino,Blusas,Blusa Cropped,159.9,50.85,,PV24,,,,
SKU_1149_OLI,Blusas Blusa Cropped SKU_1149_OLI,,Feminino,Blusas,Blusa Cropped,159.9,50.85,,PV24,,,,
SKU_1150_SAG,Vestidos Vestido Longo SKU_1150_SAG,,Feminino,Vestidos,Vestido Longo,634.9,199.04,,PV24,,,,
SKU_1150_VAN,Vestidos Vestido Longo SKU_1150_VAN,,Feminino,Vestidos,Vestido Longo,634.9,199.04,,PV24,,,,
SKU_1151_CRE,Vestidos Vestido de Festa SKU_1151_CRE,,Feminino,Vestidos,Vestido de Festa,809.9,247.29,,PV24,,,,
SKU_1151_JAD,Vestidos Vestido de Festa SKU_1151_JAD,,Feminino,Vestidos,Vestido de Festa,809.9,247.29,,PV24,,,,
SKU_1152_CLO,Vestidos Vestido Longo SKU_1152_CLO,,Feminino,Vestidos,Vestido Longo,1014.9,271.28,,PV24,,,,
SKU_1152_WHI,Vestidos Vestido Longo SKU_1152_WHI,,Feminino,Vestidos,Vestido Longo,1014.9,271.28,,PV24,,,,
SKU_1153_MOS,Camisas Camisa Estampada SKU_1153_MOS,,Feminino,Camisas,Camisa Estampada,374.9,111.35,,PV24,,,,
SKU_1153_PEA,Camisas Camisa Estampada SKU_1153_PEA,,Feminino,Camisas,Camisa Estampada,374.9,111.35,,PV24,,,,
SKU_1154_PEA,Vestidos Vestido Midi SKU_1154_PEA,,Feminino,Vestidos,Vestido Midi,534.9,209.89,,PV24,,,,
SKU_1154_VAN,Vestidos Vestido Midi SKU_1154_VAN,,Feminino,Vestidos,Vestido Midi,534.9,209.89,,PV24,,,,
SKU_1155_ARM,Vestidos Vestido Longo SKU_1155_ARM,,Feminino,Vestidos,Vestido Longo,774.9,294.59,,PV24,,,,
SKU_1155_BAB,Vestidos Vestido Longo SKU_1155_BAB,,Feminino,Vestidos,Vestido Longo,774.9,294.59,,PV24,,,,
SKU_1156_EGR,Vestidos Vestido Curto SKU_1156_EGR,,Feminino,Vestidos,Vestido Curto,284.9,90.6,,PV24,,,,
SKU_1156_FLA,Vestidos Vestido Curto SKU_1156_FLA,,Feminino,Vestidos,Vestido Curto,284.9,90.6,,PV24,,,,
SKU_1157_DEE,Shorts e Bermudas Short Alfaiataria SKU_1157_DEE,,Feminino,Shorts e Bermudas,Short Alfaiataria,189.9,62.52,,PV24,,,,
SKU_1157_PAS,Shorts e Bermudas Short Alfaiataria SKU_1157_PAS,,Feminino,Shorts e Bermudas,Short Alfaiataria,189.9,62.52,,PV24,,,,
SKU_1158_AQU,Vestidos Vestido Longo SKU_1158_AQU,,Feminino,Vestidos,Vestido Longo,689.9,219.39,,PV24,,,,
SKU_1158_MYS,Vestidos Vestido Longo SKU_1158_MYS,,Feminino,Vestidos,Vestido Longo,689.9,219.39,,PV24,,,,
SKU_1159_PAS,Cintos Cinto de Couro SKU_1159_PAS,,Acessórios,Cintos,Cinto de Couro,179.9,59.55,,PV24,,,,
SKU_1159_PRI,Cintos Cinto de Couro SKU_1159_PRI,,Acessórios,Cintos,Cinto de Couro,179.9,59.55,,PV24,,,,
SKU_1160_DUS,Blusas Blusa Manga Curta SKU_1160_DUS,,Feminino,Blusas,Blusa Manga Curta,204.9,67.82,,PV24,,,,
SKU_1160_LIM,Blusas Blusa Manga Curta SKU_1160_LIM,,Feminino,Blusas,Blusa Manga Curta,204.9,67.82,,PV24,,,,
SKU_1161_DUS,Vestidos Vestido Midi SKU_1161_DUS,,Feminino,Vestidos,Vestido Midi,424.9,140.64,,PV24,,,,
SKU_1161_MEX,Vestidos Vestido Midi SKU_1161_MEX,,Feminino,Vestidos,Vestido Midi,424.9,140.64,,PV24,,,,
SKU_1162_BUB,Vestidos Vestido de Festa SKU_1162_BUB,,Feminino,Vestidos,Vestido de Festa,759.9,241.65,,PV24,,,,
SKU_1162_HOT,Vestidos Vestido de Festa SKU_1162_HOT,,Feminino,Vestidos,Vestido de Festa,759.9,241.65,,PV24,,,,
SKU_1163_HUN,Blusas Body SKU_1163_HUN,,Feminino,Blusas,Body,249.9,82.27,,PV24,,,,
SKU_1163_SPA,Blusas Body SKU_1163_SPA,,Feminino,Blusas,Body,249.9,82.27,,PV24,,,,
SKU_1164_BRI,Shorts e Bermudas Short Alfaiataria SKU_1164_BRI,,Feminino,Shorts e Bermudas,Short Alfaiataria,199.9,63.57,,PV24,,,,
SKU_1164_MIN,Shorts e Bermudas Short Alfaiataria SKU_1164_MIN,,Feminino,Shorts e Bermudas,Short Alfaiataria,199.9,63.57,,PV24,,,,
SKU_1165_HUN,Calças Calça Pantalona SKU_1165_HUN,,Feminino,Calças,Calça Pantalona,339.9,108.09,,PV24,,,,
SKU_1165_MAR,Calças Calça Pantalona SKU_1165_MAR,,Feminino,Calças,Calça Pantalona,339.9,108.09,,PV24,,,,
SKU_1166_FRE,Bolsas Bolsa Tote SKU_1166_FRE,,Acessórios,Bolsas,Bolsa Tote,604.9,192.36,,PV24,,,,
SKU_1166_PIS,Bolsas Bolsa Tote SKU_1166_PIS,,Acessórios,Bolsas,Bolsa Tote,604.9,192.36,,PV24,,,,
SKU_1167_JAD,Vestidos Vestido de Festa SKU_1167_JAD,,Feminino,Vestidos,Vestido de Festa,744.9,236.88,,PV24,,,,
SKU_1167_WHI,Vestidos Vestido de Festa SKU_1167_WHI,,Feminino,Vestidos,Vestido de Festa,744.9,236.88,,PV24,,,,
SKU_1168_BLU,Vestidos Vestido de Festa SKU_1168_BLU,,Feminino,Vestidos,Vestido de Festa,759.9,251.53,,PV24,,,,
SKU_1168_GAR,Vestidos Vestido de Festa SKU_1168_GAR,,Feminino,Vestidos,Vestido de Festa,759.9,251.53,,PV24,,,,
SKU_1169_BUB,Blusas Blusa Manga Curta SKU_1169_BUB,,Feminino,Blusas,Blusa Manga Curta,199.9,63.57,,PV24,,,,
SKU_1169_MEX,Blusas Blusa Manga Curta SKU_1169_MEX,,Feminino,Blusas,Blusa Manga Curta,199.9,63.57,,PV24,,,,
SKU_1170_GAR,Vestidos Vestido Longo SKU_1170_GAR,,Feminino,Vestidos,Vestido Longo,894.9,294.6,,PV24,,,,
SKU_1170_OFF,Vestidos Vestido Longo SKU_1170_OFF,,Feminino,Vestidos,Vestido Longo,894.9,294.6,,PV24,,,,
SKU_1171_EME,Shorts e Bermudas Short Jeans SKU_1171_EME,,Feminino,Shorts e Bermudas,Short Jeans,184.9,56.61,,PV24,,,,
SKU_1171_MIN,Shorts e Bermudas Short Jeans SKU_1171_MIN,,Feminino,Shorts e Bermudas,Short Jeans,184.9,56.61,,PV24,,,,
SKU_1172_ARM,Vestidos Vestido Curto SKU_1172_ARM,,Feminino,Vestidos,Vestido Curto,359.9,110.44,,PV24,,,,
SKU_1172_PIN,Vestidos Vestido Curto SKU_1172_PIN,,Feminino,Vestidos,Vestido Curto,359.9,110.44,,PV24,,,,
SKU_1173_AQU,Calças Calça Jeans SKU_1173_AQU,,Feminino,Calças,Calça Jeans,294.9,86.79,,PV24,,,,
SKU_1173_GAR,Calças Calça Jeans SKU_1173_GAR,,Feminino,Calças,Calça Jeans,294.9,86.79,,PV24,,,,
SKU_1174_BLU,Saias Saia Curta SKU_1174_BLU,,Feminino,Saias,Saia Curta,209.9,66.54,,PV24,,,,
SKU_1174_PEA,Saias Saia Curta SKU_1174_PEA,,Feminino,Saias,Saia Curta,209.9,66.54,,PV24,,,,
SKU_1175_CLE,Shorts e Bermudas Bermuda SKU_1175_CLE,,Feminino,Shorts e Bermudas,Bermuda,269.9,88.18,,PV24,,,,
SKU_1175_FUC,Shorts e Bermudas Bermuda SKU_1175_FUC,,Feminino,Shorts e Bermudas,Bermuda,269.9,88.18,,PV24,,,,
SKU_1176_GAR,Vestidos Vestido Curto SKU_1176_GAR,,Feminino,Vestidos,Vestido Curto,324.9,123.59,,PV24,,,,
SKU_1176_NAV,Vestidos Vestido Curto SKU_1176_NAV,,Feminino,Vestidos,Vestido Curto,324.9,123.59,,PV24,,,,
SKU_1177_MIN,Blusas Blusa Cropped SKU_1177_MIN,,Feminino,Blusas,Blusa Cropped,239.9,78.98,,PV24,,,,
SKU_1177_PEA,Blusas Blusa Cropped SKU_1177_PEA,,Feminino,Blusas,Blusa Cropped,239.9,78.98,,PV24,,,,
SKU_1178_MID,Blusas Body SKU_1178_MID,,Feminino,Blusas,Body,319.9,101.73,,PV24,,,,
SKU_1178_RAS,Blusas Body SKU_1178_RAS,,Feminino,Blusas,Body,319.9,101.73,,PV24,,,,
SKU_1179_TUR,Saias Saia Midi SKU_1179_TUR,,Feminino,Saias,Saia Midi,339.9,108.09,,PV24,,,,
SKU_1179_VAN,Saias Saia Midi SKU_1179_VAN,,Feminino,Saias,Saia Midi,339.9,108.09,,PV24,,,,
SKU_1180_AQU,Macacões Macacão Longo SKU_1180_AQU,,Feminino,Macacões,Macacão Longo,529.9,152.66,,PV24,,,,
SKU_1180_ROY,Macacões Macacão Longo SKU_1180_ROY,,Feminino,Macacões,Macacão Longo,529.9,152.66,,PV24,,,,
SKU_1181_AQU,Saias Saia Curta SKU_1181_AQU,,Feminino,Saias,Saia Curta,289.9,89.77,,PV24,,,,
SKU_1181_SER,Saias Saia Curta SKU_1181_SER,,Feminino,Saias,Saia Curta,289.9,89.77,,PV24,,,,
SKU_1182_BIR,Vestidos Vestido de Festa SKU_1182_BIR,,Feminino,Vestidos,Vestido de Festa,839.9,253.5,,PV24,,,,
SKU_1182_PIN,Vestidos Vestido de Festa SKU_1182_PIN,,Feminino,Vestidos,Vestido de Festa,839.9,253.5,,PV24,,,,
SKU_1183_MOS,Vestidos Vestido Midi SKU_1183_MOS,,Feminino,Vestidos,Vestido Midi,649.9,216.77,,PV24,,,,
SKU_1183_POW,Vestidos Vestido Midi SKU_1183_POW,,Feminino,Vestidos,Vestido Midi,649.9,216.77,,PV24,,,,
SKU_1184_BAB,Calças Calça Pantalona SKU_1184_BAB,,Feminino,Calças,Calça Pantalona,339.9,119.13,,PV24,,,,
SKU_1184_HOT,Calças Calça Pantalona SKU_1184_HOT,,Feminino,Calças,Calça Pantalona,339.9,119.13,,PV24,,,,
SKU_1185_BAL,Vestidos Vestido de Festa SKU_1185_BAL,,Feminino,Vestidos,Vestido de Festa,989.9,374.73,,PV24,,,,
SKU_1185_MAG,Vestidos Vestido de Festa SKU_1185_MAG,,Feminino,Vestidos,Vestido de Festa,989.9,374.73,,PV24,,,,
SKU_1186_FLA,Bolsas Bolsa Tiracolo SKU_1186_FLA,,Acessórios,Bolsas,Bolsa Tiracolo,474.9,156.34,,PV24,,,,
SKU_1186_MEX,Bolsas Bolsa Tiracolo SKU_1186_MEX,,Acessórios,Bolsas,Bolsa Tiracolo,474.9,156.34,,PV24,,,,
SKU_1187_JAD,Vestidos Vestido Curto SKU_1187_JAD,,Feminino,Vestidos,Vestido Curto,309.9,102.58,,PV24,,,,
SKU_1187_OLI,Vestidos Vestido Curto SKU_1187_OLI,,Feminino,Vestidos,Vestido Curto,309.9,102.58,,PV24,,,,
SKU_1188_BAB,Blusas Blusa Cropped SKU_1188_BAB,,Feminino,Blusas,Blusa Cropped,239.9,79.41,,PV24,,,,
SKU_1188_TEA,Blusas Blusa Cropped SKU_1188_TEA,,Feminino,Blusas,Blusa Cropped,239.9,79.41,,PV24,,,,
SKU_1189_FUC,Shorts e Bermudas Short Alfaiataria SKU_1189_FUC,,Feminino,Shorts e Bermudas,Short Alfaiataria,234.9,77.75,,PV24,,,,
SKU_1189_ROY,Shorts e Bermudas Short Alfaiataria SKU_1189_ROY,,Feminino,Shorts e Bermudas,Short Alfaiataria,234.9,77.75,,PV24,,,,
SKU_1190_MAG,Vestidos Vestido Midi SKU_1190_MAG,,Feminino,Vestidos,Vestido Midi,579.9,168.61,,PV24,,,,
SKU_1190_TEA,Vestidos Vestido Midi SKU_1190_TEA,,Feminino,Vestidos,Vestido Midi,579.9,168.61,,PV24,,,,
SKU_1191_MIN,T-shirts e Regatas T-shirt Estampada SKU_1191_MIN,,Feminino,T-shirts e Regatas,T-shirt Estampada,184.9,57.56,,PV24,,,,
