Número do Pedido,Código (SKU),Data do Pedido,Quantidade Pedida,Custo Unitário (R$),Fornecedor,Previsão de Entrega,Data de Entrega Real,Status
PED_SKU_1041_SNO_0,SKU_1041_SNO,2023-06-17,313,65.44,,2023-08-01,,Entregue
PED_SKU_1041_SNO_1,SKU_1041_SNO,2023-08-16,313,65.44,,2023-09-30,,Entregue
PED_SKU_1041_SNO_2,SKU_1041_SNO,2023-10-15,313,65.44,,2023-11-29,,Entregue
PED_SKU_1042_SEA_0,SKU_1042_SEA,2023-06-17,503,92.68,,2023-08-01,,Entregue
PED_SKU_1042_SEA_1,SKU_1042_SEA,2023-08-16,503,92.68,,2023-09-30,,Entregue
PED_SKU_1042_EME_0,SKU_1042_EME,2023-06-17,362,92.68,,2023-08-01,,Entregue
PED_SKU_1042_EME_1,SKU_1042_EME,2023-08-16,362,92.68,,2023-09-30,,Entregue
PED_SKU_1042_EME_2,SKU_1042_EME,2023-10-15,362,92.68,,2023-11-29,,Entregue
PED_SKU_1043_SPA_0,SKU_1043_SPA,2023-06-17,490,259.85,,2023-08-01,,Entregue
PED_SKU_1043_SPA_1,SKU_1043_SPA,2023-08-16,490,259.85,,2023-09-30,,Entregue
PED_SKU_1043_CER_0,SKU_1043_CER,2023-06-17,328,259.85,,2023-08-01,,Entregue
PED_SKU_1043_CER_1,SKU_1043_CER,2023-08-16,328,259.85,,2023-09-30,,Entregue
PED_SKU_1043_CER_2,SKU_1043_CER,2023-10-15,328,259.85,,2023-11-29,,Entregue
PED_SKU_1044_SER_0,SKU_1044_SER,2023-06-17,566,327.11,,2023-08-01,,Entregue
PED_SKU_1044_SER_1,SKU_1044_SER,2023-08-16,566,327.11,,2023-09-30,,Entregue
PED_SKU_1044_COR_0,SKU_1044_COR,2023-06-17,272,327.11,,2023-08-01,,Entregue
PED_SKU_1044_COR_1,SKU_1044_COR,2023-08-16,272,327.11,,2023-09-30,,Entregue
PED_SKU_1044_COR_2,SKU_1044_COR,2023-10-15,272,327.11,,2023-11-29,,Entregue
PED_SKU_1044_COR_3,SKU_1044_COR,2023-12-14,272,327.11,,2024-01-28,,Entregue
PED_SKU_1045_FOR_0,SKU_1045_FOR,2023-06-17,242,96.9,,2023-08-01,,Entregue
PED_SKU_1045_FOR_1,SKU_1045_FOR,2023-08-16,242,96.9,,2023-09-30,,Entregue
PED_SKU_1045_FOR_2,SKU_1045_FOR,2023-10-15,242,96.9,,2023-11-29,,Entregue
PED_SKU_1045_FOR_3,SKU_1045_FOR,2023-12-14,242,96.9,,2024-01-28,,Entregue
PED_SKU_1045_BUB_0,SKU_1045_BUB,2023-06-17,353,96.9,,2023-08-01,,Entregue
PED_SKU_1045_BUB_1,SKU_1045_BUB,2023-08-16,353,96.9,,2023-09-30,,Entregue
PED_SKU_1045_BUB_2,SKU_1045_BUB,2023-10-15,353,96.9,,2023-11-29,,Entregue
PED_SKU_1046_SNO_0,SKU_1046_SNO,2023-06-17,327,52.93,,2023-08-01,,Entregue
PED_SKU_1046_SNO_1,SKU_1046_SNO,2023-08-16,327,52.93,,2023-09-30,,Cancelado
PED_SKU_1046_SNO_2,SKU_1046_SNO,2023-10-15,327,52.93,,2023-11-29,,Entregue
PED_SKU_1046_PAS_0,SKU_1046_PAS,2023-06-17,323,52.93,,2023-08-01,,Entregue
PED_SKU_1046_PAS_1,SKU_1046_PAS,2023-08-16,323,52.93,,2023-09-30,,Entregue
PED_SKU_1046_PAS_2,SKU_1046_PAS,2023-10-15,323,52.93,,2023-11-29,,Entregue
PED_SKU_1047_ROY_0,SKU_1047_ROY,2023-06-17,359,69.48,,2023-08-01,,Entregue
PED_SKU_1047_ROY_1,SKU_1047_ROY,2023-08-16,359,69.48,,2023-09-30,,Entregue
PED_SKU_1047_ROY_2,SKU_1047_ROY,2023-10-15,359,69.48,,2023-11-29,,Entregue
PED_SKU_1047_DEE_0,SKU_1047_DEE,2023-06-17,236,69.48,,2023-08-01,,Entregue
PED_SKU_1047_DEE_1,SKU_1047_DEE,2023-08-16,236,69.48,,2023-09-30,,Entregue
PED_SKU_1047_DEE_2,SKU_1047_DEE,2023-10-15,236,69.48,,2023-11-29,,Entregue
PED_SKU_1047_DEE_3,SKU_1047_DEE,2023-12-14,236,69.48,,2024-01-28,,Entregue
PED_SKU_1048_MAR_0,SKU_1048_MAR,2023-06-17,367,78.98,,2023-08-01,,Entregue
PED_SKU_1048_MAR_1,SKU_1048_MAR,2023-08-16,367,78.98,,2023-09-30,,Entregue
PED_SKU_1048_MAR_2,SKU_1048_MAR,2023-10-15,367,78.98,,2023-11-29,,Entregue
PED_SKU_1048_PEA_0,SKU_1048_PEA,2023-06-17,247,78.98,,2023-08-01,,Cancelado
PED_SKU_1048_PEA_1,SKU_1048_PEA,2023-08-16,247,78.98,,2023-09-30,,Entregue
PED_SKU_1048_PEA_2,SKU_1048_PEA,2023-10-15,247,78.98,,2023-11-29,,Entregue
PED_SKU_1048_PEA_3,SKU_1048_PEA,2023-12-14,247,78.98,,2024-01-28,,Entregue
PED_SKU_1049_BAL_0,SKU_1049_BAL,2023-06-17,356,248.51,,2023-08-01,,Entregue
PED_SKU_1049_BAL_1,SKU_1049_BAL,2023-08-16,356,248.51,,2023-09-30,,Entregue
PED_SKU_1049_BAL_2,SKU_1049_BAL,2023-10-15,356,248.51,,2023-11-29,,Entregue
PED_SKU_1049_LIG_0,SKU_1049_LIG,2023-06-17,275,248.51,,2023-08-01,,Entregue
PED_SKU_1049_LIG_1,SKU_1049_LIG,2023-08-16,275,248.51,,2023-09-30,,Entregue
PED_SKU_1049_LIG_2,SKU_1049_LIG,2023-10-15,275,248.51,,2023-11-29,,Entregue
PED_SKU_1049_LIG_3,SKU_1049_LIG,2023-12-14,275,248.51,,2024-01-28,,Entregue
PED_SKU_1050_BUB_0,SKU_1050_BUB,2023-06-17,238,88.92,,2023-08-01,,Entregue
PED_SKU_1050_BUB_1,SKU_1050_BUB,2023-08-16,238,88.92,,2023-09-30,,Cancelado
PED_SKU_1050_BUB_2,SKU_1050_BUB,2023-10-15,238,88.92,,2023-11-29,,Entregue
PED_SKU_1050_BUB_3,SKU_1050_BUB,2023-12-14,238,88.92,,2024-01-28,,Entregue
PED_SKU_1050_PRI_0,SKU_1050_PRI,2023-06-17,279,88.92,,2023-08-01,,Entregue
PED_SKU_1050_PRI_1,SKU_1050_PRI,2023-08-16,279,88.92,,2023-09-30,,Entregue
PED_SKU_1050_PRI_2,SKU_1050_PRI,2023-10-15,279,88.92,,2023-11-29,,Entregue
PED_SKU_1050_PRI_3,SKU_1050_PRI,2023-12-14,279,88.92,,2024-01-28,,Entregue
PED_SKU_1051_CLE_0,SKU_1051_CLE,2023-06-17,351,228.05,,2023-08-01,,Entregue
PED_SKU_1051_CLE_1,SKU_1051_CLE,2023-08-16,351,228.05,,2023-09-30,,Entregue
PED_SKU_1051_CLE_2,SKU_1051_CLE,2023-10-15,351,228.05,,2023-11-29,,Entregue
PED_SKU_1051_LIG_0,SKU_1051_LIG,2023-06-17,548,228.05,,2023-08-01,,Entregue
PED_SKU_1051_LIG_1,SKU_1051_LIG,2023-08-16,548,228.05,,2023-09-30,,Entregue
PED_SKU_1052_PAS_0,SKU_1052_PAS,2023-06-17,351,92.69,,2023-08-01,,Entregue
PED_SKU_1052_PAS_1,SKU_1052_PAS,2023-08-16,351,92.69,,2023-09-30,,Entregue
PED_SKU_1052_PAS_2,SKU_1052_PAS,2023-10-15,351,92.69,,2023-11-29,,Entregue
PED_SKU_1052_FRE_0,SKU_1052_FRE,2023-06-17,540,92.69,,2023-08-01,,Entregue
PED_SKU_1052_FRE_1,SKU_1052_FRE,2023-08-16,540,92.69,,2023-09-30,,Entregue
PED_SKU_1053_SHO_0,SKU_1053_SHO,2023-06-17,363,104.61,,2023-08-01,,Cancelado
PED_SKU_1053_SHO_1,SKU_1053_SHO,2023-08-16,363,104.61,,2023-09-30,,Entregue
PED_SKU_1053_SHO_2,SKU_1053_SHO,2023-10-15,363,104.61,,2023-11-29,,Entregue
PED_SKU_1053_NAV_0,SKU_1053_NAV,2023-06-17,325,104.61,,2023-08-01,,Entregue
PED_SKU_1053_NAV_1,SKU_1053_NAV,2023-08-16,325,104.61,,2023-09-30,,Entregue
PED_SKU_1053_NAV_2,SKU_1053_NAV,2023-10-15,325,104.61,,2023-11-29,,Entregue
PED_SKU_1054_DEE_0,SKU_1054_DEE,2023-06-17,264,126.49,,2023-08-01,,Entregue
PED_SKU_1054_DEE_1,SKU_1054_DEE,2023-08-16,264,126.49,,2023-09-30,,Entregue
PED_SKU_1054_DEE_2,SKU_1054_DEE,2023-10-15,264,126.49,,2023-11-29,,Entregue
PED_SKU_1054_DEE_3,SKU_1054_DEE,2023-12-14,264,126.49,,2024-01-28,,Entregue
PED_SKU_1054_PAS_0,SKU_1054_PAS,2023-06-17,511,126.49,,2023-08-01,,Entregue
PED_SKU_1054_PAS_1,SKU_1054_PAS,2023-08-16,511,126.49,,2023-09-30,,Entregue
PED_SKU_1055_LIG_0,SKU_1055_LIG,2023-06-17,381,375.65,,2023-08-01,,Entregue
PED_SKU_1055_LIG_1,SKU_1055_LIG,2023-08-16,381,375.65,,2023-09-30,,Entregue
PED_SKU_1055_LIG_2,SKU_1055_LIG,2023-10-15,381,375.65,,2023-11-29,,Entregue
PED_SKU_1055_PAL_0,SKU_1055_PAL,2023-06-17,244,375.65,,2023-08-01,,Entregue
PED_SKU_1055_PAL_1,SKU_1055_PAL,2023-08-16,244,375.65,,2023-09-30,,Entregue
PED_SKU_1055_PAL_2,SKU_1055_PAL,2023-10-15,244,375.65,,2023-11-29,,Cancelado
PED_SKU_1055_PAL_3,SKU_1055_PAL,2023-12-14,244,375.65,,2024-01-28,,Entregue
PED_SKU_1056_CRE_0,SKU_1056_CRE,2023-06-17,275,77.75,,2023-08-01,,Entregue
PED_SKU_1056_CRE_1,SKU_1056_CRE,2023-08-16,275,77.75,,2023-09-30,,Entregue
PED_SKU_1056_CRE_2,SKU_1056_CRE,2023-10-15,275,77.75,,2023-11-29,,Entregue
PED_SKU_1056_CRE_3,SKU_1056_CRE,2023-12-14,275,77.75,,2024-01-28,,Entregue
PED_SKU_1056_OLI_0,SKU_1056_OLI,2023-06-17,362,77.75,,2023-08-01,,Entregue
PED_SKU_1056_OLI_1,SKU_1056_OLI,2023-08-16,362,77.75,,2023-09-30,,Entregue
PED_SKU_1056_OLI_2,SKU_1056_OLI,2023-10-15,362,77.75,,2023-11-29,,Entregue
PED_SKU_1057_ROY_0,SKU_1057_ROY,2023-06-17,511,60.87,,2023-08-01,,Entregue
PED_SKU_1057_ROY_1,SKU_1057_ROY,2023-08-16,511,60.87,,2023-09-30,,Entregue
PED_SKU_1057_SNO_0,SKU_1057_SNO,2023-06-17,352,60.87,,2023-08-01,,Cancelado
PED_SKU_1057_SNO_1,SKU_1057_SNO,2023-08-16,352,60.87,,2023-09-30,,Cancelado
PED_SKU_1057_SNO_2,SKU_1057_SNO,2023-10-15,352,60.87,,2023-11-29,,Entregue
PED_SKU_1058_MID_0,SKU_1058_MID,2023-06-17,347,61.98,,2023-08-01,,Entregue
PED_SKU_1058_MID_1,SKU_1058_MID,2023-08-16,347,61.98,,2023-09-30,,Entregue
PED_SKU_1058_MID_2,SKU_1058_MID,2023-10-15,347,61.98,,2023-11-29,,Entregue
PED_SKU_1058_SHO_0,SKU_1058_SHO,2023-06-17,359,61.98,,2023-08-01,,Entregue
PED_SKU_1058_SHO_1,SKU_1058_SHO,2023-08-16,359,61.98,,2023-09-30,,Entregue
PED_SKU_1058_SHO_2,SKU_1058_SHO,2023-10-15,359,61.98,,2023-11-29,,Entregue
PED_SKU_1059_PEA_0,SKU_1059_PEA,2023-06-17,510,95.37,,2023-08-01,,Entregue
PED_SKU_1059_PEA_1,SKU_1059_PEA,2023-08-16,510,95.37,,2023-09-30,,Entregue
PED_SKU_1059_OFF_0,SKU_1059_OFF,2023-06-17,350,95.37,,2023-08-01,,Entregue
PED_SKU_1059_OFF_1,SKU_1059_OFF,2023-08-16,350,95.37,,2023-09-30,,Entregue
PED_SKU_1059_OFF_2,SKU_1059_OFF,2023-10-15,350,95.37,,2023-11-29,,Entregue
PED_SKU_1060_CRE_0,SKU_1060_CRE,2023-06-17,277,341.16,,2023-08-01,,Entregue
PED_SKU_1060_CRE_1,SKU_1060_CRE,2023-08-16,277,341.16,,2023-09-30,,Entregue
PED_SKU_1060_CRE_2,SKU_1060_CRE,2023-10-15,277,341.16,,2023-11-29,,Entregue
PED_SKU_1060_CRE_3,SKU_1060_CRE,2023-12-14,277,341.16,,2024-01-28,,Entregue
PED_SKU_1060_LIM_0,SKU_1060_LIM,2023-06-17,253,341.16,,2023-08-01,,Entregue
PED_SKU_1060_LIM_1,SKU_1060_LIM,2023-08-16,253,341.16,,2023-09-30,,Entregue
PED_SKU_1060_LIM_2,SKU_1060_LIM,2023-10-15,253,341.16,,2023-11-29,,Entregue
PED_SKU_1060_LIM_3,SKU_1060_LIM,2023-12-14,253,341.16,,2024-01-28,,Entregue
PED_SKU_1061_PAS_0,SKU_1061_PAS,2023-06-17,279,115.65,,2023-08-01,,Entregue
PED_SKU_1061_PAS_1,SKU_1061_PAS,2023-08-16,279,115.65,,2023-09-30,,Entregue
PED_SKU_1061_PAS_2,SKU_1061_PAS,2023-10-15,279,115.65,,2023-11-29,,Entregue
PED_SKU_1061_PAS_3,SKU_1061_PAS,2023-12-14,279,115.65,,2024-01-28,,Entregue
PED_SKU_1061_EGR_0,SKU_1061_EGR,2023-06-17,242,115.65,,2023-08-01,,Entregue
PED_SKU_1061_EGR_1,SKU_1061_EGR,2023-08-16,242,115.65,,2023-09-30,,Entregue
PED_SKU_1061_EGR_2,SKU_1061_EGR,2023-10-15,242,115.65,,2023-11-29,,Entregue
PED_SKU_1061_EGR_3,SKU_1061_EGR,2023-12-14,242,115.65,,2024-01-28,,Entregue
PED_SKU_1062_OLI_0,SKU_1062_OLI,2023-06-17,275,57.03,,2023-08-01,,Entregue
PED_SKU_1062_OLI_1,SKU_1062_OLI,2023-08-16,275,57.03,,2023-09-30,,Entregue
PED_SKU_1062_OLI_2,SKU_1062_OLI,2023-10-15,275,57.03,,2023-11-29,,Entregue
PED_SKU_1062_OLI_3,SKU_1062_OLI,2023-12-14,275,57.03,,2024-01-28,,Entregue
PED_SKU_1062_MID_0,SKU_1062_MID,2023-06-17,348,57.03,,2023-08-01,,Entregue
PED_SKU_1062_MID_1,SKU_1062_MID,2023-08-16,348,57.03,,2023-09-30,,Entregue
PED_SKU_1062_MID_2,SKU_1062_MID,2023-10-15,348,57.03,,2023-11-29,,Entregue
PED_SKU_1063_SNO_0,SKU_1063_SNO,2023-06-17,511,58.61,,2023-08-01,,Entregue
PED_SKU_1063_SNO_1,SKU_1063_SNO,2023-08-16,511,58.61,,2023-09-30,,Entregue
PED_SKU_1063_SAP_0,SKU_1063_SAP,2023-06-17,325,58.61,,2023-08-01,,Entregue
PED_SKU_1063_SAP_1,SKU_1063_SAP,2023-08-16,325,58.61,,2023-09-30,,Entregue
PED_SKU_1063_SAP_2,SKU_1063_SAP,2023-10-15,325,58.61,,2023-11-29,,Entregue
PED_SKU_1064_PRI_0,SKU_1064_PRI,2023-06-17,520,67.68,,2023-08-01,,Entregue
PED_SKU_1064_PRI_1,SKU_1064_PRI,2023-08-16,520,67.68,,2023-09-30,,Entregue
PED_SKU_1064_BIR_0,SKU_1064_BIR,2023-06-17,269,67.68,,2023-08-01,,Entregue
PED_SKU_1064_BIR_1,SKU_1064_BIR,2023-08-16,269,67.68,,2023-09-30,,Entregue
PED_SKU_1064_BIR_2,SKU_1064_BIR,2023-10-15,269,67.68,,2023-11-29,,Entregue
PED_SKU_1064_BIR_3,SKU_1064_BIR,2023-12-14,269,67.68,,2024-01-28,,Entregue
PED_SKU_1065_CLE_0,SKU_1065_CLE,2023-06-17,358,212.3,,2023-08-01,,Entregue
PED_SKU_1065_CLE_1,SKU_1065_CLE,2023-08-16,358,212.3,,2023-09-30,,Entregue
PED_SKU_1065_CLE_2,SKU_1065_CLE,2023-10-15,358,212.3,,2023-11-29,,Entregue
PED_SKU_1065_COB_0,SKU_1065_COB,2023-06-17,360,212.3,,2023-08-01,,Entregue
PED_SKU_1065_COB_1,SKU_1065_COB,2023-08-16,360,212.3,,2023-09-30,,Entregue
PED_SKU_1065_COB_2,SKU_1065_COB,2023-10-15,360,212.3,,2023-11-29,,Entregue
PED_SKU_1066_IVO_0,SKU_1066_IVO,2023-06-17,581,59.55,,2023-08-01,,Entregue
PED_SKU_1066_IVO_1,SKU_1066_IVO,2023-08-16,581,59.55,,2023-09-30,,Entregue
PED_SKU_1066_WHI_0,SKU_1066_WHI,2023-06-17,336,59.55,,2023-08-01,,Entregue
PED_SKU_1066_WHI_1,SKU_1066_WHI,2023-08-16,336,59.55,,2023-09-30,,Entregue
PED_SKU_1066_WHI_2,SKU_1066_WHI,2023-10-15,336,59.55,,2023-11-29,,Entregue
PED_SKU_1067_EME_0,SKU_1067_EME,2023-06-17,498,84.24,,2023-08-01,,Entregue
PED_SKU_1067_EME_1,SKU_1067_EME,2023-08-16,498,84.24,,2023-09-30,,Entregue
PED_SKU_1067_WHI_0,SKU_1067_WHI,2023-06-17,329,84.24,,2023-08-01,,Entregue
PED_SKU_1067_WHI_1,SKU_1067_WHI,2023-08-16,329,84.24,,2023-09-30,,Entregue
PED_SKU_1067_WHI_2,SKU_1067_WHI,2023-10-15,329,84.24,,2023-11-29,,Entregue
PED_SKU_1068_COR_0,SKU_1068_COR,2023-06-17,333,263.11,,2023-08-01,,Entregue
PED_SKU_1068_COR_1,SKU_1068_COR,2023-08-16,333,263.11,,2023-09-30,,Entregue
PED_SKU_1068_COR_2,SKU_1068_COR,2023-10-15,333,263.11,,2023-11-29,,Entregue
PED_SKU_1068_BAL_0,SKU_1068_BAL,2023-06-17,237,263.11,,2023-08-01,,Cancelado
PED_SKU_1068_BAL_1,SKU_1068_BAL,2023-08-16,237,263.11,,2023-09-30,,Entregue
PED_SKU_1068_BAL_2,SKU_1068_BAL,2023-10-15,237,263.11,,2023-11-29,,Entregue
PED_SKU_1068_BAL_3,SKU_1068_BAL,2023-12-14,237,263.11,,2024-01-28,,Entregue
PED_SKU_1069_OLI_0,SKU_1069_OLI,2023-06-17,511,175.4,,2023-08-01,,Entregue
PED_SKU_1069_OLI_1,SKU_1069_OLI,2023-08-16,511,175.4,,2023-09-30,,Cancelado
PED_SKU_1069_CRE_0,SKU_1069_CRE,2023-06-17,264,175.4,,2023-08-01,,Entregue
PED_SKU_1069_CRE_1,SKU_1069_CRE,2023-08-16,264,175.4,,2023-09-30,,Entregue
PED_SKU_1069_CRE_2,SKU_1069_CRE,2023-10-15,264,175.4,,2023-11-29,,Entregue
PED_SKU_1069_CRE_3,SKU_1069_CRE,2023-12-14,264,175.4,,2024-01-28,,Entregue
PED_SKU_1070_LIG_0,SKU_1070_LIG,2023-06-17,331,114.16,,2023-08-01,,Entregue
PED_SKU_1070_LIG_1,SKU_1070_LIG,2023-08-16,331,114.16,,2023-09-30,,Entregue
PED_SKU_1070_LIG_2,SKU_1070_LIG,2023-10-15,331,114.16,,2023-11-29,,Cancelado
PED_SKU_1070_MID_0,SKU_1070_MID,2023-06-17,365,114.16,,2023-08-01,,Entregue
PED_SKU_1070_MID_1,SKU_1070_MID,2023-08-16,365,114.16,,2023-09-30,,Entregue
PED_SKU_1070_MID_2,SKU_1070_MID,2023-10-15,365,114.16,,2023-11-29,,Entregue
PED_SKU_1071_BAB_0,SKU_1071_BAB,2023-06-17,392,88.85,,2023-08-01,,Entregue
PED_SKU_1071_BAB_1,SKU_1071_BAB,2023-08-16,392,88.85,,2023-09-30,,Entregue
PED_SKU_1071_BAB_2,SKU_1071_BAB,2023-10-15,392,88.85,,2023-11-29,,Entregue
PED_SKU_1071_SKY_0,SKU_1071_SKY,2023-06-17,549,88.85,,2023-08-01,,Entregue
PED_SKU_1071_SKY_1,SKU_1071_SKY,2023-08-16,549,88.85,,2023-09-30,,Entregue
PED_SKU_1072_PAS_0,SKU_1072_PAS,2023-06-17,276,152.23,,2023-08-01,,Entregue
PED_SKU_1072_PAS_1,SKU_1072_PAS,2023-08-16,276,152.23,,2023-09-30,,Entregue
PED_SKU_1072_PAS_2,SKU_1072_PAS,2023-10-15,276,152.23,,2023-11-29,,Entregue
PED_SKU_1072_PAS_3,SKU_1072_PAS,2023-12-14,276,152.23,,2024-01-28,,Entregue
PED_SKU_1072_CER_0,SKU_1072_CER,2023-06-17,272,152.23,,2023-08-01,,Entregue
PED_SKU_1072_CER_1,SKU_1072_CER,2023-08-16,272,152.23,,2023-09-30,,Entregue
PED_SKU_1072_CER_2,SKU_1072_CER,2023-10-15,272,152.23,,2023-11-29,,Entregue
PED_SKU_1072_CER_3,SKU_1072_CER,2023-12-14,272,152.23,,2024-01-28,,Entregue
PED_SKU_1073_FRE_0,SKU_1073_FRE,2023-06-17,521,105.89,,2023-08-01,,Entregue
PED_SKU_1073_FRE_1,SKU_1073_FRE,2023-08-16,521,105.89,,2023-09-30,,Entregue
PED_SKU_1073_BLU_0,SKU_1073_BLU,2023-06-17,261,105.89,,2023-08-01,,Entregue
PED_SKU_1073_BLU_1,SKU_1073_BLU,2023-08-16,261,105.89,,2023-09-30,,Entregue
PED_SKU_1073_BLU_2,SKU_1073_BLU,2023-10-15,261,105.89,,2023-11-29,,Entregue
PED_SKU_1073_BLU_3,SKU_1073_BLU,2023-12-14,261,105.89,,2024-01-28,,Entregue
PED_SKU_1074_JAD_0,SKU_1074_JAD,2023-06-17,357,67.45,,2023-08-01,,Entregue
PED_SKU_1074_JAD_1,SKU_1074_JAD,2023-08-16,357,67.45,,2023-09-30,,Entregue
PED_SKU_1074_JAD_2,SKU_1074_JAD,2023-10-15,357,67.45,,2023-11-29,,Entregue
PED_SKU_1074_PRI_0,SKU_1074_PRI,2023-06-17,275,67.45,,2023-08-01,,Entregue
PED_SKU_1074_PRI_1,SKU_1074_PRI,2023-08-16,275,67.45,,2023-09-30,,Entregue
PED_SKU_1074_PRI_2,SKU_1074_PRI,2023-10-15,275,67.45,,2023-11-29,,Entregue
PED_SKU_1074_PRI_3,SKU_1074_PRI,2023-12-14,275,67.45,,2024-01-28,,Entregue
PED_SKU_1075_NAV_0,SKU_1075_NAV,2023-06-17,542,92.19,,2023-08-01,,Entregue
PED_SKU_1075_NAV_1,SKU_1075_NAV,2023-08-16,542,92.19,,2023-09-30,,Entregue
PED_SKU_1075_LIG_0,SKU_1075_LIG,2023-06-17,347,92.19,,2023-08-01,,Entregue
PED_SKU_1075_LIG_1,SKU_1075_LIG,2023-08-16,347,92.19,,2023-09-30,,Entregue
PED_SKU_1075_LIG_2,SKU_1075_LIG,2023-10-15,347,92.19,,2023-11-29,,Entregue
PED_SKU_1076_BLU_0,SKU_1076_BLU,2023-06-17,321,70.75,,2023-08-01,,Cancelado
PED_SKU_1076_BLU_1,SKU_1076_BLU,2023-08-16,321,70.75,,2023-09-30,,Entregue
PED_SKU_1076_BLU_2,SKU_1076_BLU,2023-10-15,321,70.75,,2023-11-29,,Entregue
PED_SKU_1076_POW_0,SKU_1076_POW,2023-06-17,343,70.75,,2023-08-01,,Entregue
PED_SKU_1076_POW_1,SKU_1076_POW,2023-08-16,343,70.75,,2023-09-30,,Entregue
PED_SKU_1076_POW_2,SKU_1076_POW,2023-10-15,343,70.75,,2023-11-29,,Entregue
PED_SKU_1077_NAV_0,SKU_1077_NAV,2023-06-17,335,73.11,,2023-08-01,,Entregue
PED_SKU_1077_NAV_1,SKU_1077_NAV,2023-08-16,335,73.11,,2023-09-30,,Entregue
PED_SKU_1077_NAV_2,SKU_1077_NAV,2023-10-15,335,73.11,,2023-11-29,,Entregue
PED_SKU_1077_MAR_0,SKU_1077_MAR,2023-06-17,256,73.11,,2023-08-01,,Entregue
PED_SKU_1077_MAR_1,SKU_1077_MAR,2023-08-16,256,73.11,,2023-09-30,,Entregue
PED_SKU_1077_MAR_2,SKU_1077_MAR,2023-10-15,256,73.11,,2023-11-29,,Entregue
PED_SKU_1077_MAR_3,SKU_1077_MAR,2023-12-14,256,73.11,,2024-01-28,,Entregue
PED_SKU_1078_GAR_0,SKU_1078_GAR,2023-06-17,503,98.55,,2023-08-01,,Cancelado
PED_SKU_1078_GAR_1,SKU_1078_GAR,2023-08-16,503,98.55,,2023-09-30,,Entregue
PED_SKU_1078_BLU_0,SKU_1078_BLU,2023-06-17,503,98.55,,2023-08-01,,Entregue
PED_SKU_1078_BLU_1,SKU_1078_BLU,2023-08-16,503,98.55,,2023-09-30,,Entregue
PED_SKU_1079_BAB_0,SKU_1079_BAB,2023-06-17,247,90.5,,2023-08-01,,Entregue
PED_SKU_1079_BAB_1,SKU_1079_BAB,2023-08-16,247,90.5,,2023-09-30,,Entregue
PED_SKU_1079_BAB_2,SKU_1079_BAB,2023-10-15,247,90.5,,2023-11-29,,Entregue
PED_SKU_1079_BAB_3,SKU_1079_BAB,2023-12-14,247,90.5,,2024-01-28,,Entregue
PED_SKU_1079_JAD_0,SKU_1079_JAD,2023-06-17,520,90.5,,2023-08-01,,Entregue
PED_SKU_1079_JAD_1,SKU_1079_JAD,2023-08-16,520,90.5,,2023-09-30,,Entregue
PED_SKU_1080_TEA_0,SKU_1080_TEA,2023-06-17,540,151.02,,2023-08-01,,Entregue
PED_SKU_1080_TEA_1,SKU_1080_TEA,2023-08-16,540,151.02,,2023-09-30,,Entregue
PED_SKU_1080_MAR_0,SKU_1080_MAR,2023-06-17,229,151.02,,2023-08-01,,Entregue
PED_SKU_1080_MAR_1,SKU_1080_MAR,2023-08-16,229,151.02,,2023-09-30,,Entregue
PED_SKU_1080_MAR_2,SKU_1080_MAR,2023-10-15,229,151.02,,2023-11-29,,Entregue
PED_SKU_1080_MAR_3,SKU_1080_MAR,2023-12-14,229,151.02,,2024-01-28,,Entregue
PED_SKU_1081_EGR_0,SKU_1081_EGR,2023-06-17,323,87.87,,2023-08-01,,Entregue
PED_SKU_1081_EGR_1,SKU_1081_EGR,2023-08-16,323,87.87,,2023-09-30,,Entregue
PED_SKU_1081_EGR_2,SKU_1081_EGR,2023-10-15,323,87.87,,2023-11-29,,Entregue
PED_SKU_1081_PAS_0,SKU_1081_PAS,2023-06-17,521,87.87,,2023-08-01,,Entregue
PED_SKU_1081_PAS_1,SKU_1081_PAS,2023-08-16,521,87.87,,2023-09-30,,Entregue
PED_SKU_1082_PIN_0,SKU_1082_PIN,2023-06-17,374,64.54,,2023-08-01,,Entregue
PED_SKU_1082_PIN_1,SKU_1082_PIN,2023-08-16,374,64.54,,2023-09-30,,Entregue
PED_SKU_1082_PIN_2,SKU_1082_PIN,2023-10-15,374,64.54,,2023-11-29,,Entregue
PED_SKU_1082_LIG_0,SKU_1082_LIG,2023-06-17,563,64.54,,2023-08-01,,Entregue
PED_SKU_1082_LIG_1,SKU_1082_LIG,2023-08-16,563,64.54,,2023-09-30,,Entregue
PED_SKU_1083_OFF_0,SKU_1083_OFF,2023-06-17,486,135.35,,2023-08-01,,Entregue
PED_SKU_1083_OFF_1,SKU_1083_OFF,2023-08-16,486,135.35,,2023-09-30,,Entregue
PED_SKU_1083_BAB_0,SKU_1083_BAB,2023-06-17,275,135.35,,2023-08-01,,Entregue
PED_SKU_1083_BAB_1,SKU_1083_BAB,2023-08-16,275,135.35,,2023-09-30,,Entregue
PED_SKU_1083_BAB_2,SKU_1083_BAB,2023-10-15,275,135.35,,2023-11-29,,Entregue
PED_SKU_1083_BAB_3,SKU_1083_BAB,2023-12-14,275,135.35,,2024-01-28,,Entregue
PED_SKU_1084_DUS_0,SKU_1084_DUS,2023-06-17,330,323.7,,2023-08-01,,Entregue
